task,suite,method,seed,n_evals,best_loss,acceptance_rate,kernel_fraction_dream,n_rescues,n_reseeds,n_bw_refits,time_total,time_objective,time_overhead,frac_exploit,acc_exploit,frac_explore,acc_explore,frac_trapped,acc_trapped
cat__schwefel_10d,cat,CTRL_HMM,4,500,1428.506164122895,0.3105590062111801,0.0,9,0,60,5.183609100000467,0.036097200063522905,5.147511899936944,0.41821946169772256,0.32673267326732675,0.5817805383022774,0.298932384341637,0.0,
cat__schwefel_10d,cat,CTRL_HMM,5,500,1401.812729403142,0.37888198757763975,0.0,9,0,58,5.054163600012544,0.03574700001627207,5.0184165999962715,0.494824016563147,0.39330543933054396,0.505175983436853,0.36475409836065575,0.0,
cat__schwefel_10d,cat,CTRL_HMM,6,500,1491.4159123675195,0.34511434511434513,0.0,11,0,54,6.1736865999992006,0.06071560013515409,6.1129709998640465,0.4968814968814969,0.3598326359832636,0.5031185031185031,0.3305785123966942,0.0,
cat__schwefel_10d,cat,CTRL_HMM,7,500,1483.6753267291374,0.3498964803312629,0.0,9,0,61,5.120297999994364,0.03631640023377258,5.083981599760591,0.4906832298136646,0.35864978902953587,0.5093167701863354,0.34146341463414637,0.0,
cat__schwefel_10d,cat,CTRL_HMM,8,500,928.9434181821343,0.35269709543568467,0.0,10,0,56,5.041051300009713,0.036286900111008435,5.004764399898704,0.45020746887966806,0.34101382488479265,0.549792531120332,0.3622641509433962,0.0,
cat__schwefel_10d,cat,CTRL_HMM,9,500,872.2146182514202,0.35269709543568467,0.0,10,0,57,6.21065219999582,0.0397735000733519,6.1708786999224685,0.504149377593361,0.345679012345679,0.495850622406639,0.3598326359832636,0.0,
cat__sphere_10d,cat,CTRL_HMM,0,500,1.2537802810447036,0.4061855670103093,0.0,7,0,64,5.0447129999956815,0.03247029993508477,5.012242700060597,0.8103092783505155,0.44529262086513993,0.18969072164948453,0.2391304347826087,0.0,
cat__sphere_10d,cat,CTRL_HMM,1,500,1.3625170684580155,0.446985446985447,0.0,11,0,54,5.381363499996951,0.04413150026812218,5.337231999728829,0.7962577962577962,0.48825065274151436,0.20374220374220375,0.2857142857142857,0.0,
cat__sphere_10d,cat,CTRL_HMM,2,500,1.2137298484358883,0.4218106995884774,0.0,6,0,68,6.240595199997188,0.03298010012076702,6.207615099876421,0.7633744855967078,0.4609164420485175,0.2366255144032922,0.2956521739130435,0.0,
cat__sphere_10d,cat,CTRL_HMM,3,500,2.7955095340455864,0.4020618556701031,0.0,7,0,66,5.326343399996404,0.03420400015602354,5.29213939984038,0.777319587628866,0.4297082228116711,0.22268041237113403,0.3055555555555556,0.0,
cat__sphere_10d,cat,CTRL_HMM,4,500,1.2353379929232424,0.448559670781893,0.0,6,0,68,5.35016230000474,0.03283250017557293,5.317329799829167,0.7901234567901234,0.4947916666666667,0.20987654320987653,0.27450980392156865,0.0,
cat__sphere_10d,cat,CTRL_HMM,5,500,1.1411096079990435,0.45867768595041325,0.0,8,0,65,5.367818400001852,0.03228969988413155,5.33552870011772,0.8016528925619835,0.4639175257731959,0.19834710743801653,0.4375,0.0,
cat__sphere_10d,cat,CTRL_HMM,6,500,0.5968053688901017,0.42203742203742206,0.0,11,0,53,6.244451500009745,0.036708600135170855,6.2077428998745745,0.817047817047817,0.4351145038167939,0.18295218295218296,0.36363636363636365,0.0,
cat__sphere_10d,cat,CTRL_HMM,7,500,0.585760597323036,0.4845360824742268,0.0,7,0,66,5.799435099994298,0.039039800059981644,5.760395299934316,0.7793814432989691,0.5158730158730159,0.22061855670103092,0.37383177570093457,0.0,
